Specific_Name,Matched_Generic_Name,Generic_UUID,Score,Normalized_Score
MDF-Platte,Kraft paper,b1ea7c10-4471-4485-95bf-7dc0a00025b6,0.3610396385192871,0.18298306212868032
MDF-Platte,Kraft paper,b1ea7c10-4471-4485-95bf-7dc0a00025b6,0.3610396385192871,0.18298306212868032
MDF-Platte,Kraft paper,b1ea7c10-4471-4485-95bf-7dc0a00025b6,0.3610396385192871,0.18298306212868032
"Hochlochziegel (hochporosiert), ohne Mörtel / Kleb.",Anhydrite (CaSO4),96045987-0862-4f29-b4ec-798c2e14f23a,0.2999064326286316,0.05032444383251472
"Hochlochziegel (hochporosiert), ohne Mörtel / Kleb.",Anhydrite (CaSO4),40355b42-e78f-4a8d-b351-786eca37d791,0.2999064326286316,0.05032444383251472
"Hochlochziegel (hochporosiert), ohne Mörtel / Kleb.",Anhydrite (CaSO4),839771be-ab23-4873-8b14-b2aa0f6ce9d9,0.2999064326286316,0.05032444383251472
"Hochlochziegel mineralisch gefüllt, ohne Mörtel / Kleb.",Anhydrite (CaSO4),96045987-0862-4f29-b4ec-798c2e14f23a,0.4050920009613037,0.2785763726560625
"Hochlochziegel mineralisch gefüllt, ohne Mörtel / Kleb.",Anhydrite (CaSO4),40355b42-e78f-4a8d-b351-786eca37d791,0.4050920009613037,0.2785763726560625
"Hochlochziegel mineralisch gefüllt, ohne Mörtel / Kleb.",Anhydrite (CaSO4),839771be-ab23-4873-8b14-b2aa0f6ce9d9,0.4050920009613037,0.2785763726560625
Holzdielenboden - unproblem. Beschichtet,eLCA Luftschicht (gemäß EN 15804+A2),1d0124d4-5a30-4501-a8dd-dbddbb1f8ec7,0.45130494236946106,0.3788581240429122
Holzdielenboden - unproblem. Beschichtet,eLCA Luftschicht (gemäß EN 15804+A2),1d0124d4-5a30-4501-a8dd-dbddbb1f8ec7,0.45130494236946106,0.3788581240429122
Holzdielenboden - unproblem. Beschichtet,eLCA Luftschicht (gemäß EN 15804+A2),1d0124d4-5a30-4501-a8dd-dbddbb1f8ec7,0.45130494236946106,0.3788581240429122
"Innentür (Pappe mit Wabenstruktur), Fl.gew.8 kg/m², laminiert oder lackiert ","Natural stone slab, flexible, indoor usage, thickness 20 mm",98c9f1b8-ff8c-4089-bd94-ec58b3fa1bf5,0.38847512006759644,0.24251786030364375
"Innentür (Pappe mit Wabenstruktur), Fl.gew.8 kg/m², laminiert oder lackiert ","Natural stone slab, flexible, indoor usage, thickness 20 mm",98c9f1b8-ff8c-4089-bd94-ec58b3fa1bf5,0.38847512006759644,0.24251786030364375
"Innentür (Pappe mit Wabenstruktur), Fl.gew.8 kg/m², laminiert oder lackiert ","Natural stone slab, flexible, indoor usage, thickness 20 mm",98c9f1b8-ff8c-4089-bd94-ec58b3fa1bf5,0.38847512006759644,0.24251786030364375
"Innentür (Röhrenspanplatte), Fl.gew.15 kg/m², laminiert oder lackiert ",Linoleum (thickness 0.0025 m),56e977b3-d042-4843-b40d-3a33dbb5a555,0.40805721282958984,0.2850108611418423
