Specific_Name,Matched_Generic_Name,Generic_UUID,Score
Asphalttragschicht - Hochbau,Asphalt surface layer,d84cbf6a-0a50-426f-aa3d-c45918b43575,0.6347115635871887
Asphalttragschicht - Hochbau,Asphalt surface layer,d84cbf6a-0a50-426f-aa3d-c45918b43575,0.6347115635871887
Asphalttragschicht - Hochbau,Asphalt surface layer,d84cbf6a-0a50-426f-aa3d-c45918b43575,0.6347115635871887
"Balkenschichtholz Nadelholz - unbeschichtet, naturbelassen",eLCA Luftschicht (gemäß EN 15804+A2),1d0124d4-5a30-4501-a8dd-dbddbb1f8ec7,0.4229274094104767
"Balkenschichtholz Nadelholz - unbeschichtet, naturbelassen",eLCA Luftschicht (gemäß EN 15804+A2),1d0124d4-5a30-4501-a8dd-dbddbb1f8ec7,0.4229274094104767
"Balkenschichtholz Nadelholz - unbeschichtet, naturbelassen",eLCA Luftschicht (gemäß EN 15804+A2),1d0124d4-5a30-4501-a8dd-dbddbb1f8ec7,0.4229274094104767
Brettsperrholz,Gypsum (CaSO4 beta hemihydrate),ee840270-3055-428a-b38d-e7727426cc35,0.2935361862182617
Brettsperrholz,Gypsum (CaSO4 beta hemihydrate),ee840270-3055-428a-b38d-e7727426cc35,0.2935361862182617
Brettsperrholz,Gypsum (CaSO4 beta hemihydrate),ee840270-3055-428a-b38d-e7727426cc35,0.2935361862182617
Konstruktionsvollholz - naturbelassen,eLCA Luftschicht (gemäß EN 15804+A2),1d0124d4-5a30-4501-a8dd-dbddbb1f8ec7,0.37885817885398865
Konstruktionsvollholz - naturbelassen,eLCA Luftschicht (gemäß EN 15804+A2),1d0124d4-5a30-4501-a8dd-dbddbb1f8ec7,0.37885817885398865
Konstruktionsvollholz - naturbelassen,eLCA Luftschicht (gemäß EN 15804+A2),1d0124d4-5a30-4501-a8dd-dbddbb1f8ec7,0.37885817885398865
Beton - Carbonfasern / Textilbeton ,Carbon dioxide (R744),a5bb6444-74e1-43f7-8e7d-55aed1ac1b6e,0.39375612139701843
Beton - Carbonfasern / Textilbeton ,Carbon dioxide (R744),a5bb6444-74e1-43f7-8e7d-55aed1ac1b6e,0.39375612139701843
Beton - Carbonfasern / Textilbeton ,Carbon dioxide (R744),a5bb6444-74e1-43f7-8e7d-55aed1ac1b6e,0.39375612139701843
Bitumenbahnen mit Alu oder Kupfer,"Bitumen emulsion (40% bitumen, 60% water)",a6b26cf9-3f9a-4abc-9412-87fdc0cdf3f6,0.47359350323677063
Bitumenbahnen mit Alu oder Kupfer,"Bitumen emulsion (40% bitumen, 60% water)",a6b26cf9-3f9a-4abc-9412-87fdc0cdf3f6,0.47359350323677063
Bitumenbahnen mit Alu oder Kupfer,"Bitumen emulsion (40% bitumen, 60% water)",a6b26cf9-3f9a-4abc-9412-87fdc0cdf3f6,0.47359350323677063
Polymer-Bitumenabdichtungsbahn,5.3.01. Plastic-modified bitumen thick coating,85c48e5f-299c-463b-9aaf-da332a29dfe0,0.5916318297386169
Polymer-Bitumenabdichtungsbahn,5.3.01. Plastic-modified bitumen thick coating,85c48e5f-299c-463b-9aaf-da332a29dfe0,0.5916318297386169
Polymer-Bitumenabdichtungsbahn,5.3.01. Plastic-modified bitumen thick coating,85c48e5f-299c-463b-9aaf-da332a29dfe0,0.5916318297386169
Elastomer-Dachbahnen,eLCA Luftschicht (gemäß EN 15804+A1),41c5627a-4a1d-4e12-ac62-c1d4f1560fb9,0.40584632754325867
Elastomer-Dachbahnen,eLCA Luftschicht (gemäß EN 15804+A1),41c5627a-4a1d-4e12-ac62-c1d4f1560fb9,0.40584632754325867
Elastomer-Dachbahnen,eLCA Luftschicht (gemäß EN 15804+A1),41c5627a-4a1d-4e12-ac62-c1d4f1560fb9,0.40584632754325867
PIB-Dachbahnen (Polyisobutylen),Polybutadiene pipe,83a21998-b507-429e-bbe3-b5629e601138,0.51982581615448
PIB-Dachbahnen (Polyisobutylen),Polybutadiene pipe,83a21998-b507-429e-bbe3-b5629e601138,0.51982581615448
PIB-Dachbahnen (Polyisobutylen),Polybutadiene pipe,83a21998-b507-429e-bbe3-b5629e601138,0.51982581615448
PP-/PE Folie,PE/PP fleece,95a4f4b3-b354-4e2c-9046-0a36175cd768,0.6232413053512573
PP-/PE Folie,PE/PP fleece,95a4f4b3-b354-4e2c-9046-0a36175cd768,0.6232413053512573
PP-/PE Folie,PE/PP fleece,95a4f4b3-b354-4e2c-9046-0a36175cd768,0.6232413053512573
Blähglasgranulatplatte,Tetrafluoropropene (R1234ze),b3875fa1-4d62-40dc-ab2d-68fe1fbaf352,0.38834360241889954
Blähglasgranulatplatte,Tetrafluoropropene (R1234ze),b3875fa1-4d62-40dc-ab2d-68fe1fbaf352,0.38834360241889954
Blähglasgranulatplatte,Tetrafluoropropene (R1234ze),b3875fa1-4d62-40dc-ab2d-68fe1fbaf352,0.38834360241889954
Blähperlit-Platten,Kraft paper,b1ea7c10-4471-4485-95bf-7dc0a00025b6,0.3213152587413788
Blähperlit-Platten,Kraft paper,b1ea7c10-4471-4485-95bf-7dc0a00025b6,0.3213152587413788
Blähperlit-Platten,Kraft paper,b1ea7c10-4471-4485-95bf-7dc0a00025b6,0.3213152587413788
DFF: Alu-Kunststoff-Komposit [kg/m² Rahmen],"Lime (CaO, Finelime)",d63868d0-5a54-40fd-ad33-5eee2b0228e1,0.4213005602359772
DFF: Alu-Kunststoff-Komposit [kg/m² Rahmen],"Lime (CaO, Finelime)",d1d6f54d-9709-4302-8276-fdb7d06801fd,0.4213005602359772
DFF: Alu-Kunststoff-Komposit [kg/m² Rahmen],"Lime (CaO, Finelime)",d1d6f54d-9709-4302-8276-fdb7d06801fd,0.4213005602359772
DFF: Kunststoffrahmen PVC  [kg/m² Rahmen],PVC Plastisol,0e39587e-8c05-4a8e-80b5-bb9a57bbe164,0.41536203026771545
DFF: Kunststoffrahmen PVC  [kg/m² Rahmen],PVC Plastisol,0e39587e-8c05-4a8e-80b5-bb9a57bbe164,0.41536203026771545
DFF: Kunststoffrahmen PVC  [kg/m² Rahmen],PVC Plastisol,0e39587e-8c05-4a8e-80b5-bb9a57bbe164,0.41536203026771545
Kunststoffrahmen PVC mit Aludeckschale [kg/m² Rahmen],CR profile (chloroprene rubber),208395ce-85db-4ec3-ab24-8e5920f58077,0.3392283320426941
Kunststoffrahmen PVC mit Aludeckschale [kg/m² Rahmen],CR profile (chloroprene rubber),208395ce-85db-4ec3-ab24-8e5920f58077,0.3392283320426941
Kunststoffrahmen PVC mit Aludeckschale [kg/m² Rahmen],CR profile (chloroprene rubber),208395ce-85db-4ec3-ab24-8e5920f58077,0.3392283320426941
DFF: Alu-Holz-Komposit-Rahmen [kg/m² Rahmen],Linoleum,c3d7aef9-38a6-4d2a-a77f-2eee25461482,0.37565499544143677
DFF: Alu-Holz-Komposit-Rahmen [kg/m² Rahmen],Linoleum,c3d7aef9-38a6-4d2a-a77f-2eee25461482,0.37565499544143677
DFF: Alu-Holz-Komposit-Rahmen [kg/m² Rahmen],Linoleum,c3d7aef9-38a6-4d2a-a77f-2eee25461482,0.37565499544143677
"Holzrahmen Fichte mit Aludeckschale [kg/m² Rahmen] t=0,088 ",Linoleum,c3d7aef9-38a6-4d2a-a77f-2eee25461482,0.34013810753822327
"Holzrahmen Fichte mit Aludeckschale [kg/m² Rahmen] t=0,088 ",Linoleum,c3d7aef9-38a6-4d2a-a77f-2eee25461482,0.34013810753822327
"Holzrahmen Fichte mit Aludeckschale [kg/m² Rahmen] t=0,088 ",Linoleum,c3d7aef9-38a6-4d2a-a77f-2eee25461482,0.34013810753822327
"Holzrahmen Lärche mit Aludeckschale [kg/m² Rahmen] t=0,088 ",Linoleum,c3d7aef9-38a6-4d2a-a77f-2eee25461482,0.38169631361961365
"Holzrahmen Lärche mit Aludeckschale [kg/m² Rahmen] t=0,088 ",Linoleum,c3d7aef9-38a6-4d2a-a77f-2eee25461482,0.38169631361961365
"Holzrahmen Lärche mit Aludeckschale [kg/m² Rahmen] t=0,088 ",Linoleum,c3d7aef9-38a6-4d2a-a77f-2eee25461482,0.38169631361961365
"Holzrahmen PH mit Aludeckschale [kg/m² Rahmen] t=0,155 ",Gypsum (CaSO4 beta hemihydrate),ee840270-3055-428a-b38d-e7727426cc35,0.32324472069740295
"Holzrahmen PH mit Aludeckschale [kg/m² Rahmen] t=0,155 ",Gypsum (CaSO4 beta hemihydrate),ee840270-3055-428a-b38d-e7727426cc35,0.32324472069740295
"Holzrahmen PH mit Aludeckschale [kg/m² Rahmen] t=0,155 ",Gypsum (CaSO4 beta hemihydrate),ee840270-3055-428a-b38d-e7727426cc35,0.32324472069740295
DFF: Alu-Holz-Komposit-Rahmen [kg/m² Rahmen] ohne HSM,Use - 1 kWh of final energy from gas low-temperature (according to GEG),a0318d13-5658-4f05-bdf6-a2c2ce410e04,0.3642835021018982
DFF: Alu-Holz-Komposit-Rahmen [kg/m² Rahmen] ohne HSM,Use - 1 kWh of final energy from gas low-temperature (according to GEG),e7f3ae4f-5a85-41ac-9f47-5a5afa2e2312,0.3642835021018982
DFF: Alu-Holz-Komposit-Rahmen [kg/m² Rahmen] ohne HSM,Use - 1 kWh of final energy from gas low-temperature (according to EnEV),e58a3c28-4818-43e3-9e72-f08267926613,0.35397425293922424
"Holzrahmen Fichte mit Aludeckschale [kg/m² Rahmen] t=0,088 ohne HSM",eLCA Luftschicht (gemäß EN 15804+A2),1d0124d4-5a30-4501-a8dd-dbddbb1f8ec7,0.33755019307136536
"Holzrahmen Fichte mit Aludeckschale [kg/m² Rahmen] t=0,088 ohne HSM",eLCA Luftschicht (gemäß EN 15804+A2),1d0124d4-5a30-4501-a8dd-dbddbb1f8ec7,0.33755019307136536
"Holzrahmen Fichte mit Aludeckschale [kg/m² Rahmen] t=0,088 ohne HSM",eLCA Luftschicht (gemäß EN 15804+A2),1d0124d4-5a30-4501-a8dd-dbddbb1f8ec7,0.33755019307136536
"Holzrahmen Lärche mit Aludeckschale [kg/m² Rahmen] t=0,088 ohne HSM",eLCA Luftschicht (gemäß EN 15804+A2),1d0124d4-5a30-4501-a8dd-dbddbb1f8ec7,0.36740782856941223
"Holzrahmen Lärche mit Aludeckschale [kg/m² Rahmen] t=0,088 ohne HSM",eLCA Luftschicht (gemäß EN 15804+A2),1d0124d4-5a30-4501-a8dd-dbddbb1f8ec7,0.36740782856941223
"Holzrahmen Lärche mit Aludeckschale [kg/m² Rahmen] t=0,088 ohne HSM",eLCA Luftschicht (gemäß EN 15804+A2),1d0124d4-5a30-4501-a8dd-dbddbb1f8ec7,0.36740782856941223
"Holzrahmen PH mit Aludeckschale [kg/m² Rahmen] t=0,155 ohne HSM",Gypsum (CaSO4 beta hemihydrate),ee840270-3055-428a-b38d-e7727426cc35,0.3176037073135376
"Holzrahmen PH mit Aludeckschale [kg/m² Rahmen] t=0,155 ohne HSM",Gypsum (CaSO4 beta hemihydrate),ee840270-3055-428a-b38d-e7727426cc35,0.3176037073135376
"Holzrahmen PH mit Aludeckschale [kg/m² Rahmen] t=0,155 ohne HSM",Gypsum (CaSO4 beta hemihydrate),ee840270-3055-428a-b38d-e7727426cc35,0.3176037073135376
"DFF: Holzrahmen Fichte, beschichtet [kg/m² Rahmen]",eLCA Luftschicht (gemäß EN 15804+A2),1d0124d4-5a30-4501-a8dd-dbddbb1f8ec7,0.4823904037475586
"DFF: Holzrahmen Fichte, beschichtet [kg/m² Rahmen]",eLCA Luftschicht (gemäß EN 15804+A2),1d0124d4-5a30-4501-a8dd-dbddbb1f8ec7,0.4823904037475586
"DFF: Holzrahmen Fichte, beschichtet [kg/m² Rahmen]",eLCA Luftschicht (gemäß EN 15804+A2),1d0124d4-5a30-4501-a8dd-dbddbb1f8ec7,0.4823904037475586
