unmapped_generic_UUID,unmapped_generic_name,tbs_product_UUID,tbs_product_name,Name_Similarity,unmapped_generic_category,tbs_category_name,Category_Similarity,tbs_EOL_Scenario_Unbuilt_Real,tbs_EOL_Scenario_Unbuilt_Potential,tbs_EOL_Scenario_Technology_Factor,Final_Score
c39fd19c-ed9d-401b-9d71-2d05a8d5fc85,Nutzung - Umwälzpumpe (für 20 kW Heizung),6eaddefb-7a0f-43e4-a0cb-8459c26e0947,Dreifachverglasung,0.439,'Gebäudetechnik' / 'Nutzung' / 'Nutzung Wärmeerzeuger',Wärmeschutzverglasung,0.527,RC-,RC+,0.5,0.475
c39fd19c-ed9d-401b-9d71-2d05a8d5fc85,Nutzung - Umwälzpumpe (für 20 kW Heizung),,Schaumglasgranulat Schüttung,0.476,'Gebäudetechnik' / 'Nutzung' / 'Nutzung Wärmeerzeuger',Mineralische Dämmschüttung,0.392,SV,CL-,0.75,0.443
c39fd19c-ed9d-401b-9d71-2d05a8d5fc85,Nutzung - Umwälzpumpe (für 20 kW Heizung),43c3fd78-c67e-438b-b726-dd512df5d881,Kleber für Gipsplatten,0.462,'Gebäudetechnik' / 'Nutzung' / 'Nutzung Wärmeerzeuger',"mineral. Putz, Mörtel, Kleber",0.336,Dep+,Dep+,0.0,0.412
c392cbe1-9744-46d7-8ac2-4d36543f6693,PKW (Benzin) EURO 3,d3b59cac-3b4e-4d18-8c3a-780b553c9591,Porenbeton P4 05 bewehrt,0.423,'Sonstige' / 'Personen - Transporte[Personen km]' / 'PKW',Porenbeton - bewehrt,0.339,Dep+,RC-,0.75,0.389
c392cbe1-9744-46d7-8ac2-4d36543f6693,PKW (Benzin) EURO 3,08bbc2e2-1513-4ce3-816e-99e95fdafc4e,Schnittholz Buche ,0.36,'Sonstige' / 'Personen - Transporte[Personen km]' / 'PKW',"Holz - massiv, naturbelassen",0.316,RC+,CL+,0.75,0.342
c392cbe1-9744-46d7-8ac2-4d36543f6693,PKW (Benzin) EURO 3,1490b480-2c36-43f2-ba8b-4ea49948f7c3,Fensterglas einfach,0.36,'Sonstige' / 'Personen - Transporte[Personen km]' / 'PKW',Klarglas (Bestand),0.31,RC-,RC+,0.5,0.34
c258eabc-6b25-4dff-8a92-b6240f0bccc5,"Flüssiggastank 6400 l/2,9 t (oberirdisch)",,"Innentür Massivholz, lackiert, Fl.gewicht 12 kg/m²",0.442,'Gebäudetechnik' / 'Heizung' / 'Speicher',"Innentür - Holz massiv, beschichtet",0.318,RC+,CL-,1.0,0.392
c258eabc-6b25-4dff-8a92-b6240f0bccc5,"Flüssiggastank 6400 l/2,9 t (oberirdisch)",0759d305-3ddd-4209-b25e-33ea9e440d90,EPS-Hartschaumdämmung - Sz. RC als Schütt.,0.396,'Gebäudetechnik' / 'Heizung' / 'Speicher',EPS - Sz. RC als Schütt.,0.345,EV-,SV,0.75,0.376
c258eabc-6b25-4dff-8a92-b6240f0bccc5,"Flüssiggastank 6400 l/2,9 t (oberirdisch)",1da7a0ab-1204-4ee6-b8fe-77a28f642f0d,Brandschutzglas F30,0.4,'Gebäudetechnik' / 'Heizung' / 'Speicher',Brandschutzverglasung,0.33,RC-,RC+,0.5,0.372
c1cacd2c-d98d-4795-84db-b567d25bb1ed,"Aluminium-Flügelrahmenprofil, thermisch getrennt, pulverbeschichtet",03329c6a-b5f2-47c8-a8db-1bd3b003857c,Pfosten/Riegel aus Aluminium,0.525,'Komponenten von Fenstern und Vorhangfassaden' / 'Rahmen / Profile' / 'Aluminium thermisch getrennt',Alu-Pfosten-Riegel-Konstr. ungedämmt,0.419,RC+,RC+,1.0,0.483
c1cacd2c-d98d-4795-84db-b567d25bb1ed,"Aluminium-Flügelrahmenprofil, thermisch getrennt, pulverbeschichtet",a4c1c27c-53a0-4027-83f6-88c52c758bb1,Aluminiumblech,0.539,'Komponenten von Fenstern und Vorhangfassaden' / 'Rahmen / Profile' / 'Aluminium thermisch getrennt',Alu unbeschichtet od. eloxiert (Sz. Knetleg zu Guss),0.397,RC+,CL+,0.75,0.482
c1cacd2c-d98d-4795-84db-b567d25bb1ed,"Aluminium-Flügelrahmenprofil, thermisch getrennt, pulverbeschichtet",bd6d6d89-b76d-4002-a217-afffbb8aa308,Aluminium Profil,0.522,'Komponenten von Fenstern und Vorhangfassaden' / 'Rahmen / Profile' / 'Aluminium thermisch getrennt',Alu unbeschichtet od. eloxiert (Sz. Knetleg zu Guss),0.397,RC+,CL+,0.75,0.472
bff01a9a-6b09-429f-b7ff-17d84fbef7ec,EVA-Dachbahnen,60203e0a-cd90-4ff9-8ec7-da3a1b0b1588,EVA-Dachbahnen,1.0,'Kunststoffe' / 'Dachbahnen' / 'EVA-Dachbahnen (Etylen-Vinylacetat)',KSTBahn,0.445,EV-,EV-,0.0,0.778
bff01a9a-6b09-429f-b7ff-17d84fbef7ec,EVA-Dachbahnen,,Elastomer-Dachbahnen,0.709,'Kunststoffe' / 'Dachbahnen' / 'EVA-Dachbahnen (Etylen-Vinylacetat)',KSTBahn,0.445,EV-,EV-,0.0,0.603
bff01a9a-6b09-429f-b7ff-17d84fbef7ec,EVA-Dachbahnen,341e2e42-dab2-427b-86f6-a80c701b6071,Dachbahnen EPDM,0.696,'Kunststoffe' / 'Dachbahnen' / 'EVA-Dachbahnen (Etylen-Vinylacetat)',KSTBahn,0.445,EV-,EV-,0.0,0.595
bf1e2363-d66d-4489-8b1f-384d8cfba84c,"Nutzung - Gas Niedertemperatur (120 - 400 kW, entspr. EnEV)",601af947-1f14-474d-8233-780715a12268,Einblasdämmung Mineralwolle Rho 50 kg/m³,0.443,'Gebäudetechnik' / 'Nutzung' / 'Nutzung Wärmeerzeuger (EnEV)',Mineralwolle Glaswolle,0.309,Dep-,SV,0.75,0.389
bf1e2363-d66d-4489-8b1f-384d8cfba84c,"Nutzung - Gas Niedertemperatur (120 - 400 kW, entspr. EnEV)",1a43ae76-2dc9-4a3a-9926-47e7137e773d,"Porenbeton P4 05 unbewehrt, Rho 472 kg/m³",0.478,'Gebäudetechnik' / 'Nutzung' / 'Nutzung Wärmeerzeuger (EnEV)',Porenbeton - unbewehrt,0.23,Dep+,RC-,0.75,0.379
bf1e2363-d66d-4489-8b1f-384d8cfba84c,"Nutzung - Gas Niedertemperatur (120 - 400 kW, entspr. EnEV)",,"Innentür Massivholz, unbehandelt oder geölt, Fl.gew. 12 kg/m²",0.424,'Gebäudetechnik' / 'Nutzung' / 'Nutzung Wärmeerzeuger (EnEV)',"Innentür - Holz massiv, unbeschichtet",0.306,RC+,CL+,0.75,0.377
bc243a22-e260-43d9-9072-dc2006bf8d19,Lüfter zentral mit WRG 1000 m³/h,601af947-1f14-474d-8233-780715a12268,Einblasdämmung Mineralwolle Rho 50 kg/m³,0.6,'Gebäudetechnik' / 'Klimatisierung und Lüftung' / 'Lüftungsanlagen',Mineralwolle Glaswolle,0.256,Dep-,SV,0.75,0.463
bc243a22-e260-43d9-9072-dc2006bf8d19,Lüfter zentral mit WRG 1000 m³/h,2c076ee7-3853-4f69-9bf5-8ec265fa43e0,PIR Hartschaum (250 kg/m³),0.656,'Gebäudetechnik' / 'Klimatisierung und Lüftung' / 'Lüftungsanlagen',"KSTDämm (PUR, PIR)",0.153,EB,SV,0.25,0.455
bc243a22-e260-43d9-9072-dc2006bf8d19,Lüfter zentral mit WRG 1000 m³/h,906b4864-0511-480f-a8bc-7b8302efbf0b,"Porenbeton P2 04 unbewehrt, Rho 380 kg/m³",0.614,'Gebäudetechnik' / 'Klimatisierung und Lüftung' / 'Lüftungsanlagen',Porenbeton - unbewehrt,0.166,Dep+,RC-,0.75,0.435
bb06e52e-23bd-4350-ae9c-eb1d9de3de48,End of life - Steinzeugrohr,b4a0e610-e038-47d3-b86e-cef013cd7c83,Steinzeugfliesen glasiert,0.443,'End of Life' / 'Generisch' / 'Gebäudetechnik',Keramik - Boden,0.226,RC-,RC-,1.0,0.356
bb06e52e-23bd-4350-ae9c-eb1d9de3de48,End of life - Steinzeugrohr,bc2f9dde-f2a6-4630-bf7c-0ad3870012ef,Steinzeugfliesen unglasiert,0.401,'End of Life' / 'Generisch' / 'Gebäudetechnik',Keramik - Boden,0.226,RC-,RC-,1.0,0.331
bb06e52e-23bd-4350-ae9c-eb1d9de3de48,End of life - Steinzeugrohr,be9b6d26-6284-4fe2-ae46-bf84e0f60043,Steinwolle Flachdämmplatte,0.431,'End of Life' / 'Generisch' / 'Gebäudetechnik',Mineralwolle Steinwolle,0.165,Dep-,RC-,0.5,0.325
bafc0f4a-7e8d-4536-b7b5-db8ca8f2ed75,Kippschalter (Lichtschalter),aea021e8-7e2f-4f6b-ae3f-a76cba4c5d6e,Schnittholz Kiefer ,0.555,'Gebäudetechnik' / 'Elektro' / 'Schalter und Steckdosen',"Holz - massiv, naturbelassen",0.31,RC+,CL+,0.75,0.457
bafc0f4a-7e8d-4536-b7b5-db8ca8f2ed75,Kippschalter (Lichtschalter),,Schafwolle (mit Flammschutzmittel),0.437,'Gebäudetechnik' / 'Elektro' / 'Schalter und Steckdosen',Schafwolle mit Flammschutzmittel,0.41,EV-,EV-,0.75,0.426
bafc0f4a-7e8d-4536-b7b5-db8ca8f2ed75,Kippschalter (Lichtschalter),,"Hochlochziegel (hochporosiert), ohne Mörtel / Kleb.",0.411,'Gebäudetechnik' / 'Elektro' / 'Schalter und Steckdosen',Ziegel - HLZ hochporosiert,0.409,SV,RC-,0.75,0.41
ba4fbdb8-0525-4df1-9639-75bcc74296e1,Nutzung - Gas Niedertemperatur 20-120 kW,601af947-1f14-474d-8233-780715a12268,Einblasdämmung Mineralwolle Rho 50 kg/m³,0.453,'Gebäudetechnik' / 'Nutzung' / 'Nutzung Wärmeerzeuger',Mineralwolle Glaswolle,0.318,Dep-,SV,0.75,0.399
ba4fbdb8-0525-4df1-9639-75bcc74296e1,Nutzung - Gas Niedertemperatur 20-120 kW,1a43ae76-2dc9-4a3a-9926-47e7137e773d,"Porenbeton P4 05 unbewehrt, Rho 472 kg/m³",0.482,'Gebäudetechnik' / 'Nutzung' / 'Nutzung Wärmeerzeuger',Porenbeton - unbewehrt,0.225,Dep+,RC-,0.75,0.379
ba4fbdb8-0525-4df1-9639-75bcc74296e1,Nutzung - Gas Niedertemperatur 20-120 kW,906b4864-0511-480f-a8bc-7b8302efbf0b,"Porenbeton P2 04 unbewehrt, Rho 380 kg/m³",0.461,'Gebäudetechnik' / 'Nutzung' / 'Nutzung Wärmeerzeuger',Porenbeton - unbewehrt,0.225,Dep+,RC-,0.75,0.367
b9c775be-d100-4d35-bdf3-c5964e655692,Befestigungsmittel/Schrauben verzinkt,e9ae96ee-ba8d-420d-9725-7c8abd06e082,Bewehrungsstahl,0.604,'Komponenten von Fenstern und Vorhangfassaden' / 'Beschläge' / 'Befestigungen',Stahl - Bewehrung,0.393,CL+,CL+,1.0,0.52
b9c775be-d100-4d35-bdf3-c5964e655692,Befestigungsmittel/Schrauben verzinkt,,Schafwolle (mit Flammschutzmittel),0.578,'Komponenten von Fenstern und Vorhangfassaden' / 'Beschläge' / 'Befestigungen',Schafwolle mit Flammschutzmittel,0.419,EV-,EV-,0.75,0.514
b9c775be-d100-4d35-bdf3-c5964e655692,Befestigungsmittel/Schrauben verzinkt,d5b825fb-d0c8-4b7b-899e-2082343c7d9b,Reaktionsharz auf Methacrylatharzbasis,0.555,'Komponenten von Fenstern und Vorhangfassaden' / 'Beschläge' / 'Befestigungen',"Kleber (nicht-mineralisch: Kunstharzkleber,…)",0.359,EV-,EV-,0.0,0.477
b982f9f7-a04d-48f8-b24f-e2e76f7f04bc,"Nutzung - Pelletkessel (< 20 kW, entspr. EnEV)",43c3fd78-c67e-438b-b726-dd512df5d881,Kleber für Gipsplatten,0.42,'Gebäudetechnik' / 'Nutzung' / 'Nutzung Wärmeerzeuger (EnEV)',"mineral. Putz, Mörtel, Kleber",0.335,Dep+,Dep+,0.0,0.386
b982f9f7-a04d-48f8-b24f-e2e76f7f04bc,"Nutzung - Pelletkessel (< 20 kW, entspr. EnEV)",,"Innentür Massivholz, lackiert, Fl.gewicht 12 kg/m²",0.453,'Gebäudetechnik' / 'Nutzung' / 'Nutzung Wärmeerzeuger (EnEV)',"Innentür - Holz massiv, beschichtet",0.253,RC+,CL-,1.0,0.373
b982f9f7-a04d-48f8-b24f-e2e76f7f04bc,"Nutzung - Pelletkessel (< 20 kW, entspr. EnEV)",,"Innentür Massivholz, unbehandelt oder geölt, Fl.gew. 12 kg/m²",0.411,'Gebäudetechnik' / 'Nutzung' / 'Nutzung Wärmeerzeuger (EnEV)',"Innentür - Holz massiv, unbeschichtet",0.306,RC+,CL+,0.75,0.369
b9272c24-9228-45b1-a2a3-d361abe0bb7f,Acrylat Dichtmasse,c34147d4-e691-4733-bf78-8a7ccd039006,PUR-Dichtmasse,0.56,'Kunststoffe' / 'Dichtmassen' / 'Acrylat',"Bitumenkaltkleber, Glasvlies, Glasfaserarmierung, Dichtmassen..",0.473,EB,EB,0.0,0.525
b9272c24-9228-45b1-a2a3-d361abe0bb7f,Acrylat Dichtmasse,d5b825fb-d0c8-4b7b-899e-2082343c7d9b,Reaktionsharz auf Methacrylatharzbasis,0.406,'Kunststoffe' / 'Dichtmassen' / 'Acrylat',"Kleber (nicht-mineralisch: Kunstharzkleber,…)",0.54,EV-,EV-,0.0,0.459
b9272c24-9228-45b1-a2a3-d361abe0bb7f,Acrylat Dichtmasse,ccdb5f3c-7305-46c7-ad5b-a05bb922a743,Kunststeinplatte (Epoxidharz gebunden),0.327,'Kunststoffe' / 'Dichtmassen' / 'Acrylat',Kunststein,0.591,Dep-,Dep-,0.0,0.433
b7cacb37-7945-4518-be5a-bf7df7edf5c2,Bauschutt-Deponierung,e2306538-776d-4bc5-ae3b-1c920fb40285,Blähglas Körnung,0.514,'End of Life' / 'Generisch' / 'Bauschutt',Bims / Blähschüttung,0.069,Dep+,RC+,0.75,0.336
b7cacb37-7945-4518-be5a-bf7df7edf5c2,Bauschutt-Deponierung,bc8d8fd4-6c25-4bd6-bcbf-6f994e8e5753,Silikon-Dichtmasse,0.41,'End of Life' / 'Generisch' / 'Bauschutt',"Bitumenkaltkleber, Glasvlies, Glasfaserarmierung,..",0.208,EB,EB,0.0,0.329
b7cacb37-7945-4518-be5a-bf7df7edf5c2,Bauschutt-Deponierung,7d8cb95b-99c2-4824-97a0-55d2fca5cedd,Gummi-Bodenbelag mit Schaumstoffbeschichtung EN 1816 (4 mm),0.389,'End of Life' / 'Generisch' / 'Bauschutt',Elast BB - Gummibelag,0.236,EV-,EV-,0.0,0.328
b7af906e-2f6e-48c5-be40-3690860a90a2,"Nutzung - Gas Wärmepumpe Luft (20 kW, 0 °C, entspr. EnEV)",601af947-1f14-474d-8233-780715a12268,Einblasdämmung Mineralwolle Rho 50 kg/m³,0.354,'Gebäudetechnik' / 'Nutzung' / 'Nutzung Wärmeerzeuger (EnEV)',Mineralwolle Glaswolle,0.309,Dep-,SV,0.75,0.336
b7af906e-2f6e-48c5-be40-3690860a90a2,"Nutzung - Gas Wärmepumpe Luft (20 kW, 0 °C, entspr. EnEV)",,Asphalttragschicht - Hochbau,0.325,'Gebäudetechnik' / 'Nutzung' / 'Nutzung Wärmeerzeuger (EnEV)',Asphalt (Hochbau),0.292,Dep+,CL+,0.75,0.312
b7af906e-2f6e-48c5-be40-3690860a90a2,"Nutzung - Gas Wärmepumpe Luft (20 kW, 0 °C, entspr. EnEV)",,"Holzrahmen PH mit Aludeckschale [kg/m² Rahmen] t=0,155 ohne HSM",0.328,'Gebäudetechnik' / 'Nutzung' / 'Nutzung Wärmeerzeuger (EnEV)',"Holz-Alu-Rahmen, Nachweis kein HSM",0.275,RC-,RC+,0.75,0.307
b6f36709-8b83-4b1a-8500-844e7d790356,"Nutzung - Flachkollektor (1m² und Jahr), entspr. EnEV",,Schafwolle (mit Flammschutzmittel),0.53,'Gebäudetechnik' / 'Nutzung' / 'Nutzung Wärmeerzeuger (EnEV)',Schafwolle mit Flammschutzmittel,0.358,EV-,EV-,0.75,0.461
b6f36709-8b83-4b1a-8500-844e7d790356,"Nutzung - Flachkollektor (1m² und Jahr), entspr. EnEV",76d3f78a-8743-49fe-b4a1-f43b819cb930,Holzwolle-Leichtbauplatte,0.488,'Gebäudetechnik' / 'Nutzung' / 'Nutzung Wärmeerzeuger (EnEV)',Holzzement,0.353,Dep-,SV,0.25,0.434
b6f36709-8b83-4b1a-8500-844e7d790356,"Nutzung - Flachkollektor (1m² und Jahr), entspr. EnEV",6eaddefb-7a0f-43e4-a0cb-8459c26e0947,Dreifachverglasung,0.35,'Gebäudetechnik' / 'Nutzung' / 'Nutzung Wärmeerzeuger (EnEV)',Wärmeschutzverglasung,0.535,RC-,RC+,0.5,0.424
b5d12008-3cfd-46d7-a564-1164f1a7ddf5,Lüfter zentral 5000 m³/h,2c076ee7-3853-4f69-9bf5-8ec265fa43e0,PIR Hartschaum (250 kg/m³),0.6,'Gebäudetechnik' / 'Klimatisierung und Lüftung' / 'Lüftungsanlagen',"KSTDämm (PUR, PIR)",0.153,EB,SV,0.25,0.421
b5d12008-3cfd-46d7-a564-1164f1a7ddf5,Lüfter zentral 5000 m³/h,601af947-1f14-474d-8233-780715a12268,Einblasdämmung Mineralwolle Rho 50 kg/m³,0.531,'Gebäudetechnik' / 'Klimatisierung und Lüftung' / 'Lüftungsanlagen',Mineralwolle Glaswolle,0.256,Dep-,SV,0.75,0.421
b5d12008-3cfd-46d7-a564-1164f1a7ddf5,Lüfter zentral 5000 m³/h,906b4864-0511-480f-a8bc-7b8302efbf0b,"Porenbeton P2 04 unbewehrt, Rho 380 kg/m³",0.529,'Gebäudetechnik' / 'Klimatisierung und Lüftung' / 'Lüftungsanlagen',Porenbeton - unbewehrt,0.166,Dep+,RC-,0.75,0.384
b59f6603-c75b-47bb-b1f1-5336affb2acd,Steinzeugrohre DN 400,026057da-e1ae-4259-8f0b-91c917c63456,Steinwolle Heizungsrohrschale,0.448,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Steinzeug',Mineralwolle Steinwolle,0.444,Dep-,RC-,0.5,0.447
b59f6603-c75b-47bb-b1f1-5336affb2acd,Steinzeugrohre DN 400,be9b6d26-6284-4fe2-ae46-bf84e0f60043,Steinwolle Flachdämmplatte,0.426,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Steinzeug',Mineralwolle Steinwolle,0.444,Dep-,RC-,0.5,0.434
b59f6603-c75b-47bb-b1f1-5336affb2acd,Steinzeugrohre DN 400,8ad88978-affe-46c4-9e69-73a886779876,Voranstrich (Silikonharz),0.378,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Steinzeug',"Farben, sonstige Beschichtungen (mineral. Untergrund)",0.469,Dep-,Dep-,0.0,0.415
b4e4d89b-e4d0-4df3-a233-deacc76b2fee,Umwälzpumpe 50-250W,1a43ae76-2dc9-4a3a-9926-47e7137e773d,"Porenbeton P4 05 unbewehrt, Rho 472 kg/m³",0.457,'Gebäudetechnik' / 'Heizung' / 'Speicher',Porenbeton - unbewehrt,0.275,Dep+,RC-,0.75,0.384
b4e4d89b-e4d0-4df3-a233-deacc76b2fee,Umwälzpumpe 50-250W,906b4864-0511-480f-a8bc-7b8302efbf0b,"Porenbeton P2 04 unbewehrt, Rho 380 kg/m³",0.427,'Gebäudetechnik' / 'Heizung' / 'Speicher',Porenbeton - unbewehrt,0.275,Dep+,RC-,0.75,0.366
b4e4d89b-e4d0-4df3-a233-deacc76b2fee,Umwälzpumpe 50-250W,1da7a0ab-1204-4ee6-b8fe-77a28f642f0d,Brandschutzglas F30,0.355,'Gebäudetechnik' / 'Heizung' / 'Speicher',Brandschutzverglasung,0.33,RC-,RC+,0.5,0.345
b47d86ac-60fa-46f7-ac5c-f98be4b7acdd,Tetrafluorethan (R134a),6fc1267a-1f4d-4244-a65e-df8a0a3ccc50,Polycarbonatplatte,0.358,'Gebäudetechnik' / 'Klimatisierung und Lüftung' / 'Kältemittel',KSTPlatte (zB transparente Platten),0.34,EV-,EV-,0.0,0.351
b47d86ac-60fa-46f7-ac5c-f98be4b7acdd,Tetrafluorethan (R134a),b35d785c-8f1b-48a1-ba19-6ddce4cb81c3,"Reaktionsharz auf Polyurethan-Basis, wässrig, lösemittelfrei",0.216,'Gebäudetechnik' / 'Klimatisierung und Lüftung' / 'Kältemittel',"Kleber (nicht-mineralisch: Kunstharzkleber,…)",0.496,EV-,EV-,0.0,0.328
b47d86ac-60fa-46f7-ac5c-f98be4b7acdd,Tetrafluorethan (R134a),,Schafwolle (mit Flammschutzmittel),0.226,'Gebäudetechnik' / 'Klimatisierung und Lüftung' / 'Kältemittel',Schafwolle mit Flammschutzmittel,0.461,EV-,EV-,0.75,0.32
b3875fa1-4d62-40dc-ab2d-68fe1fbaf352,Tetrafluorpropen (R1234ze),,Schafwolle (mit Flammschutzmittel),0.289,'Gebäudetechnik' / 'Klimatisierung und Lüftung' / 'Kältemittel',Schafwolle mit Flammschutzmittel,0.461,EV-,EV-,0.75,0.358
b3875fa1-4d62-40dc-ab2d-68fe1fbaf352,Tetrafluorpropen (R1234ze),6fc1267a-1f4d-4244-a65e-df8a0a3ccc50,Polycarbonatplatte,0.358,'Gebäudetechnik' / 'Klimatisierung und Lüftung' / 'Kältemittel',KSTPlatte (zB transparente Platten),0.34,EV-,EV-,0.0,0.351
b3875fa1-4d62-40dc-ab2d-68fe1fbaf352,Tetrafluorpropen (R1234ze),cf963fcb-0e03-48c0-b501-ad0d1e3c22c0,Zellulosefaserplatten,0.401,'Gebäudetechnik' / 'Klimatisierung und Lüftung' / 'Kältemittel',Zellulosefaserplatten,0.274,EV-,EV-,0.0,0.35
b34cca76-25ac-4657-9334-533edb46678a,Leuchstoffröhrenfassung T8-18W (LFL),,Lehmbauplatte,0.399,'Gebäudetechnik' / 'Elektro' / 'Beleuchtung',Lehmbauplatte,0.365,SV,CL+,0.75,0.385
b34cca76-25ac-4657-9334-533edb46678a,Leuchstoffröhrenfassung T8-18W (LFL),9eae2fed-dba0-4641-b1cc-fd2cc65f2016,"Lehmputz, kunststofffaserarmiert",0.36,'Gebäudetechnik' / 'Elektro' / 'Beleuchtung',"Lehmputz, kunststofffaserarmiert",0.409,Dep+,CL+,0.75,0.379
b34cca76-25ac-4657-9334-533edb46678a,Leuchstoffröhrenfassung T8-18W (LFL),1da7a0ab-1204-4ee6-b8fe-77a28f642f0d,Brandschutzglas F30,0.351,'Gebäudetechnik' / 'Elektro' / 'Beleuchtung',Brandschutzverglasung,0.342,RC-,RC+,0.5,0.348
b273afc9-27a1-4a82-a390-8780fd631008,Pufferspeicher (Stahl),38051c22-fbd1-4b0e-944a-ae348b8c7695,Stahlprofil,0.642,'Gebäudetechnik' / 'Heizung' / 'Speicher',"Stahl - Baustahl (zB Stahlträger,..)",0.378,CL+,CL+,1.0,0.536
b273afc9-27a1-4a82-a390-8780fd631008,Pufferspeicher (Stahl),a255934e-5461-4501-9acf-20ad1b51b044,Stahl Schmiedebauteil,0.626,'Gebäudetechnik' / 'Heizung' / 'Speicher',"Stahl - Baustahl (zB Stahlträger,..)",0.378,CL+,CL+,1.0,0.527
b273afc9-27a1-4a82-a390-8780fd631008,Pufferspeicher (Stahl),ae5396d9-2952-4eae-b216-17d56758ece0,Stahlprofil verzinkt,0.577,'Gebäudetechnik' / 'Heizung' / 'Speicher',Stahl - Stahl(blech) verzinkt,0.354,CL-,CL-,1.0,0.488
b24ae8b5-e28a-42f7-a592-05779a347164,Lüftungskanal (verzinktes Stahlblech),,Schafwolle (mit Flammschutzmittel),0.609,'Gebäudetechnik' / 'Klimatisierung und Lüftung' / 'Zubehör',Schafwolle mit Flammschutzmittel,0.402,EV-,EV-,0.75,0.527
b24ae8b5-e28a-42f7-a592-05779a347164,Lüftungskanal (verzinktes Stahlblech),ae5396d9-2952-4eae-b216-17d56758ece0,Stahlprofil verzinkt,0.7,'Gebäudetechnik' / 'Klimatisierung und Lüftung' / 'Zubehör',Stahl - Stahl(blech) verzinkt,0.248,CL-,CL-,1.0,0.519
b24ae8b5-e28a-42f7-a592-05779a347164,Lüftungskanal (verzinktes Stahlblech),50c9e674-afd9-456c-9440-6506bec6d55b,Feuerverzinktes Stahlblech,0.699,'Gebäudetechnik' / 'Klimatisierung und Lüftung' / 'Zubehör',Stahl - Stahl(blech) verzinkt,0.248,CL-,CL-,1.0,0.519
b1efabb9-6371-4b96-9ee2-d1f11f9f3b25,Fenster-Beschlag für Drehkippfenster (Aluminium),a4c1c27c-53a0-4027-83f6-88c52c758bb1,Aluminiumblech,0.651,'Komponenten von Fenstern und Vorhangfassaden' / 'Beschläge' / 'Aluminiumbeschläge',Alu unbeschichtet od. eloxiert (Sz. Knetleg zu Guss),0.376,RC+,CL+,0.75,0.541
b1efabb9-6371-4b96-9ee2-d1f11f9f3b25,Fenster-Beschlag für Drehkippfenster (Aluminium),bd6d6d89-b76d-4002-a217-afffbb8aa308,Aluminium Profil,0.632,'Komponenten von Fenstern und Vorhangfassaden' / 'Beschläge' / 'Aluminiumbeschläge',Alu unbeschichtet od. eloxiert (Sz. Knetleg zu Guss),0.376,RC+,CL+,0.75,0.529
b1efabb9-6371-4b96-9ee2-d1f11f9f3b25,Fenster-Beschlag für Drehkippfenster (Aluminium),03329c6a-b5f2-47c8-a8db-1bd3b003857c,Pfosten/Riegel aus Aluminium,0.582,'Komponenten von Fenstern und Vorhangfassaden' / 'Beschläge' / 'Aluminiumbeschläge',Alu-Pfosten-Riegel-Konstr. ungedämmt,0.366,RC+,RC+,1.0,0.496
b12f748d-5aa2-4cf6-a0b7-46ce0465ee02,"Rohre für Strom-Wärmepumpe (Sole-Wasser, Erdkollektor) 70 kW",1a43ae76-2dc9-4a3a-9926-47e7137e773d,"Porenbeton P4 05 unbewehrt, Rho 472 kg/m³",0.487,'Gebäudetechnik' / 'Heizung' / 'Wärmeerzeuger',Porenbeton - unbewehrt,0.293,Dep+,RC-,0.75,0.409
b12f748d-5aa2-4cf6-a0b7-46ce0465ee02,"Rohre für Strom-Wärmepumpe (Sole-Wasser, Erdkollektor) 70 kW",906b4864-0511-480f-a8bc-7b8302efbf0b,"Porenbeton P2 04 unbewehrt, Rho 380 kg/m³",0.471,'Gebäudetechnik' / 'Heizung' / 'Wärmeerzeuger',Porenbeton - unbewehrt,0.293,Dep+,RC-,0.75,0.399
b12f748d-5aa2-4cf6-a0b7-46ce0465ee02,"Rohre für Strom-Wärmepumpe (Sole-Wasser, Erdkollektor) 70 kW",6eaddefb-7a0f-43e4-a0cb-8459c26e0947,Dreifachverglasung,0.271,'Gebäudetechnik' / 'Heizung' / 'Wärmeerzeuger',Wärmeschutzverglasung,0.576,RC-,RC+,0.5,0.393
b0ab4c94-268d-40a8-9a46-ba0606c647d1,Thermische Energie aus Erdgas,1d2b97ed-0f6f-4a6a-acd5-ea13ff23d893,Thermisch behandeltes Holz,0.527,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Erdgas',Holz - therm. Behandelt,0.243,EV+,EV+,0.0,0.414
b0ab4c94-268d-40a8-9a46-ba0606c647d1,Thermische Energie aus Erdgas,1490b480-2c36-43f2-ba8b-4ea49948f7c3,Fensterglas einfach,0.486,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Erdgas',Klarglas (Bestand),0.299,RC-,RC+,0.5,0.412
b0ab4c94-268d-40a8-9a46-ba0606c647d1,Thermische Energie aus Erdgas,e9ae96ee-ba8d-420d-9725-7c8abd06e082,Bewehrungsstahl,0.374,'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Erdgas',Stahl - Bewehrung,0.364,CL+,CL+,1.0,0.37
