UUID;Name (de);Name (en);Kategorie (en);Schuettdichte (kg/m3);Flaechengewicht (kg/m2);Rohdichte (kg/m3);Schichtdicke (m);GWP;ODP;POCP;AP;EP;Typ
5ae00c4e-1b1c-4374-9864-2aee735a0563;Bitumen Kaltkleber (60% Bitumen, 23%LM, 17% Wasser);Bitumen cold adhesive (60% bitumen, 23% solvent, 17% water);'Plastics' / 'Sealing materials' / 'Bitumen';;;;;0.0859382540585604;2e-16;2.68395393423e-05;0.0002314287382732;0.0002480660221518;generic dataset
5a88b96e-23d0-4656-9ee2-fc271c89c95b;Transparente Platten PVC;Transparent board PVC;'Plastics' / 'Elastic plastic profiles' / 'Transparent panels';;;1220.0;;3996.1057987497;2.706779837e-07;1.02125950535584;4.86319970989417;0.897776662896932;generic dataset
5a88b96e-23d0-4656-9ee2-fc271c89c95b;Transparente Platten PVC;Transparent board PVC;'Plastics' / 'Elastic plastic profiles' / 'Transparent panels';;;1220.0;;0.0;0.0;0.0;0.0;0.0;generic dataset
5a88b96e-23d0-4656-9ee2-fc271c89c95b;Transparente Platten PVC;Transparent board PVC;'Plastics' / 'Elastic plastic profiles' / 'Transparent panels';;;1220.0;;3.39777561002092;1.1e-15;-0.0020561936177941;0.0068631405201551;0.0016315582446084;generic dataset
5a88b96e-23d0-4656-9ee2-fc271c89c95b;Transparente Platten PVC;Transparent board PVC;'Plastics' / 'Elastic plastic profiles' / 'Transparent panels';;;1220.0;;4009.99641047988;1.34089e-11;0.122528014114745;0.907373197940414;0.192864378024598;generic dataset
5a88b96e-23d0-4656-9ee2-fc271c89c95b;Transparente Platten PVC;Transparent board PVC;'Plastics' / 'Elastic plastic profiles' / 'Transparent panels';;;1220.0;;-814.069531902235;-1.85953e-11;-0.0698828979647408;-0.683810803845342;-0.129472621871306;generic dataset
5a1cbf92-ed39-4e8c-bd01-5463bffb3c9d;Betonrohr, bewehrt;Concrete pipe, reinforced;'Mineral building products' / 'Bricks, blocks and elements' / 'Precast concrete elements and goods';;;2400.0;;0.141743443345917;1.1e-15;-2.8390979249e-06;0.0001749383037385;3.36370341062e-05;generic dataset
5a1cbf92-ed39-4e8c-bd01-5463bffb3c9d;Betonrohr, bewehrt;Concrete pipe, reinforced;'Mineral building products' / 'Bricks, blocks and elements' / 'Precast concrete elements and goods';;;2400.0;;0.0007188705510552;0.0;2.477552068e-07;2.5073816696e-06;5.916048372e-07;generic dataset
5a1cbf92-ed39-4e8c-bd01-5463bffb3c9d;Betonrohr, bewehrt;Concrete pipe, reinforced;'Mineral building products' / 'Bricks, blocks and elements' / 'Precast concrete elements and goods';;;2400.0;;0.0027850619754269;0.0;-1.6854046047e-06;5.6255250165e-06;1.3373428234e-06;generic dataset
5a1cbf92-ed39-4e8c-bd01-5463bffb3c9d;Betonrohr, bewehrt;Concrete pipe, reinforced;'Mineral building products' / 'Bricks, blocks and elements' / 'Precast concrete elements and goods';;;2400.0;;0.0072190896217505;0.0;4.2368231085e-06;4.66861908429e-05;7.943833361e-06;generic dataset
5a1cbf92-ed39-4e8c-bd01-5463bffb3c9d;Betonrohr, bewehrt;Concrete pipe, reinforced;'Mineral building products' / 'Bricks, blocks and elements' / 'Precast concrete elements and goods';;;2400.0;;-0.0020209120364789;-0.0;4.386934615e-07;-4.7723253943e-06;-9.286178503e-07;generic dataset
59860874-85ef-48e6-9b04-07c0de468a47;Massengutfrachter Küste;Bulk carrier coast;'Others' / 'Transport of goods [t km]' / 'Ocean transport';;;;;0.0153147419072223;0.0;1.42552470159e-05;0.0002015462980071;5.01474178731e-05;generic dataset
59622fc0-d719-43bf-a16b-ae924ae0d276;Stampflehmwand;Rammed earth wall;'Mineral building products' / 'Bricks, blocks and elements' / 'Air-dried brick (adobe)';;;2000.0;;9.34931218624292;3.3e-15;0.0053163142032779;0.0312826467709902;0.0073544216100467;generic dataset
59622fc0-d719-43bf-a16b-ae924ae0d276;Stampflehmwand;Rammed earth wall;'Mineral building products' / 'Bricks, blocks and elements' / 'Air-dried brick (adobe)';;;2000.0;;1.5575528606198;5e-16;0.0005368029480962;0.0054326602841529;0.0012818104806074;generic dataset
59622fc0-d719-43bf-a16b-ae924ae0d276;Stampflehmwand;Rammed earth wall;'Mineral building products' / 'Bricks, blocks and elements' / 'Air-dried brick (adobe)';;;2000.0;;6.03430094675846;1.9e-15;-0.0033708092094986;0.0121886375357947;0.002897576117474;generic dataset
59622fc0-d719-43bf-a16b-ae924ae0d276;Stampflehmwand;Rammed earth wall;'Mineral building products' / 'Bricks, blocks and elements' / 'Air-dried brick (adobe)';;;2000.0;;6.75616232214185;3.92e-14;0.0049267572544171;0.0447378299944716;0.0109596846462781;generic dataset
59622fc0-d719-43bf-a16b-ae924ae0d276;Stampflehmwand;Rammed earth wall;'Mineral building products' / 'Bricks, blocks and elements' / 'Air-dried brick (adobe)';;;2000.0;;-2.93760570584577;-9e-16;-0.0025013415607478;-0.0231140945730802;-0.0058609494011356;generic dataset
57a87943-dbdd-4221-bbd2-481b8fcd1d2b;Porenbeton Granulat;Aerated concrete granulate;'Mineral building products' / 'Bricks, blocks and elements' / 'Aerated concrete';;;400.0;;5.28468210249788;6.63e-14;-0.0055758477753505;0.027006228524148;0.0069399290836248;generic dataset
57a87943-dbdd-4221-bbd2-481b8fcd1d2b;Porenbeton Granulat;Aerated concrete granulate;'Mineral building products' / 'Bricks, blocks and elements' / 'Aerated concrete';;;400.0;;0.263585868720274;0.0;9.08435758316e-05;0.0009193732788566;0.0002169217736412;generic dataset
57a87943-dbdd-4221-bbd2-481b8fcd1d2b;Porenbeton Granulat;Aerated concrete granulate;'Mineral building products' / 'Bricks, blocks and elements' / 'Aerated concrete';;;400.0;;1.02118939098989;3e-16;-0.0006741618418997;0.0020626925060575;0.0004903590352648;generic dataset
57a87943-dbdd-4221-bbd2-481b8fcd1d2b;Porenbeton Granulat;Aerated concrete granulate;'Mineral building products' / 'Bricks, blocks and elements' / 'Aerated concrete';;;400.0;;2.69031357655777;1.52e-14;0.00157892245804;0.017398383957477;0.0029604013609489;generic dataset
57a87943-dbdd-4221-bbd2-481b8fcd1d2b;Porenbeton Granulat;Aerated concrete granulate;'Mineral building products' / 'Bricks, blocks and elements' / 'Aerated concrete';;;400.0;;-0.821592453086275;-1.58e-14;0.000178348800285;-0.0019401668439397;-0.0003775252974181;generic dataset
57a22bb4-0370-471f-b76c-52699e702966;Kabelkanal PVC hart;Cable duct PVC, rigid;'Plastics' / 'Profiles' / 'Rigid plastic profiles ';;;;;2.0093839505545;1.011886e-10;0.0007137291642754;0.0027327181389461;0.0006063740435577;generic dataset
57a22bb4-0370-471f-b76c-52699e702966;Kabelkanal PVC hart;Cable duct PVC, rigid;'Plastics' / 'Profiles' / 'Rigid plastic profiles ';;;;;0.0;0.0;0.0;0.0;0.0;generic dataset
57a22bb4-0370-471f-b76c-52699e702966;Kabelkanal PVC hart;Cable duct PVC, rigid;'Plastics' / 'Profiles' / 'Rigid plastic profiles ';;;;;0.0025529734774747;0.0;-1.6854046047e-06;5.1567312651e-06;1.2258975881e-06;generic dataset
57a22bb4-0370-471f-b76c-52699e702966;Kabelkanal PVC hart;Cable duct PVC, rigid;'Plastics' / 'Profiles' / 'Rigid plastic profiles ';;;;;3.0129754450327;1e-14;9.20633985834e-05;0.0006817694793268;0.0001449117594447;generic dataset
57a22bb4-0370-471f-b76c-52699e702966;Kabelkanal PVC hart;Cable duct PVC, rigid;'Plastics' / 'Profiles' / 'Rigid plastic profiles ';;;;;-0.667270108116586;-1.52e-14;-5.72810639055e-05;-0.0005605006588896;-0.0001061250998945;generic dataset
